shipment_id,transport_mode,recorded_date,recorded_time,temperature_celsius,humidity_percentage,vibration_level,spoilage_status,cargo_type,origin_location,destination_location,exposure_duration_hours,spoilage_risk_percent,remaining_shelf_life_days,pressure_kpa,door_open_count,salinity_ppt,thermal_leakage_score
AIR0335,Air Freight,2025-02-02,13:00,3.9,30.9,5.2,Fresh,Vegetables,Hyderabad Airport,Singapore Airport,36.2,16.5,8.6,90.4,0,0.0,0.0
AIR0240,Air Freight,2025-04-05,07:05,7.5,24.8,1.0,Spoiled,Flowers,Chennai Airport,Doha Airport,34.4,83.1,2.7,63.2,0,0.0,0.0
AIR0317,Air Freight,2026-06-07,04:50,2.5,31.3,0.1,Fresh,Meat,Chennai Airport,Amsterdam Airport,35.2,12.9,6.0,92.8,0,0.0,0.0
AIR0107,Air Freight,2025-02-13,10:40,5.8,29.0,4.9,Fresh,Dairy,Bengaluru Airport,Frankfurt Airport,42.6,24.6,5.7,84.6,0,0.0,0.0
AIR0090,Air Freight,2025-12-09,08:00,4.7,14.0,3.3,Fresh,Dairy,Bengaluru Airport,Frankfurt Airport,47.6,15.5,6.2,89.6,0,0.0,0.0
AIR0127,Air Freight,2025-11-18,08:30,3.1,43.3,0.3,Fresh,Pharmaceuticals,Mumbai Airport,Dubai Airport,31.6,6.5,29.2,89.4,0,0.0,0.0
AIR0294,Air Freight,2026-04-27,09:30,-3.1,18.3,0.7,Fresh,Flowers,Delhi Airport,London Heathrow Airport,42.0,21.3,4.4,80.8,0,0.0,0.0
AIR0495,Air Freight,2025-08-02,03:30,10.6,33.3,4.0,Fresh,Fruits,Mumbai Airport,Singapore Airport,31.9,8.8,11.5,96.0,0,0.0,0.0
AIR0573,Air Freight,2025-09-14,09:45,2.5,29.8,2.9,At Risk,Meat,Chennai Airport,Doha Airport,37.1,25.1,5.4,80.1,0,0.0,0.0
AIR0318,Air Freight,2026-08-29,10:00,3.3,36.2,0.6,Fresh,Pharmaceuticals,Bengaluru Airport,Hong Kong Airport,44.9,15.5,27.3,83.4,0,0.0,0.0
AIR0583,Air Freight,2024-01-14,14:25,2.4,15.8,4.2,Fresh,Vegetables,Delhi Airport,Doha Airport,44.0,12.1,9.0,96.1,0,0.0,0.0
AIR0664,Air Freight,2024-02-23,15:45,1.9,32.9,1.1,Spoiled,Meat,Hyderabad Airport,Frankfurt Airport,45.0,85.8,3.1,83.2,0,0.0,0.0
AIR0887,Air Freight,2026-05-06,22:50,6.1,34.7,3.0,Fresh,Dairy,Mumbai Airport,Frankfurt Airport,38.3,19.7,6.3,95.0,0,0.0,0.0
AIR0616,Air Freight,2025-02-02,19:50,8.6,32.2,1.3,Fresh,Pharmaceuticals,Hyderabad Airport,Doha Airport,43.9,20.1,27.1,88.4,0,0.0,0.0
AIR0060,Air Freight,2025-04-03,19:10,3.3,18.3,0.3,Fresh,Pharmaceuticals,Bengaluru Airport,Amsterdam Airport,37.9,19.5,26.7,82.7,0,0.0,0.0
AIR0637,Air Freight,2026-01-21,23:35,9.9,44.7,1.0,Fresh,Vegetables,Bengaluru Airport,Frankfurt Airport,25.9,15.6,8.6,90.0,0,0.0,0.0
AIR0201,Air Freight,2025-10-10,08:00,1.9,16.8,1.5,Fresh,Seafood,Mumbai Airport,Dubai Airport,32.1,11.7,3.5,86.2,0,0.0,0.0
AIR1004,Air Freight,2024-05-21,07:40,8.9,39.3,0.9,Fresh,unknown,Delhi Airport,Singapore Airport,37.5,21.1,8.8,86.7,0,0.0,0.0
AIR0787,Air Freight,2024-08-05,14:00,6.8,17.1,1.2,Fresh,Vegetables,Mumbai Airport,Amsterdam Airport,24.3,15.9,8.6,84.5,0,0.0,0.0
AIR0355,Air Freight,2024-06-13,03:40,9.1,21.7,1.0,Fresh,Fruits,Hyderabad Airport,Amsterdam Airport,26.0,15.9,11.1,93.3,0,0.0,0.0
AIR0970,Air Freight,2026-08-06,11:20,2.6,12.2,4.2,Fresh,Vegetables,Kolkata Airport,Doha Airport,45.2,18.6,8.9,88.2,0,0.0,0.0
AIR0962,Air Freight,2025-02-03,14:20,0.3,15.3,1.1,Fresh,null,Hyderabad Airport,Dubai Airport,46.0,15.8,9.0,83.2,0,0.0,0.0
AIR0367,Air Freight,2025-01-07,19:40,3.1,-27.5,0.5,Fresh,Flowers,Bengaluru Airport,Doha Airport,46.3,21.9,4.4,89.5,0,0.0,0.0
AIR0359,Air Freight,2024-05-20,17:40,-0.6,44.3,1.1,Fresh,Meat,Kolkata Airport,Doha Airport,33.2,18.1,5.6,85.8,0,0.0,0.0
AIR0311,Air Freight,2024-12-14,17:05,2.8,33.3,0.4,Fresh,Seafood,Mumbai Airport,Doha Airport,31.0,18.7,3.8,84.1,0,0.0,0.0
AIR0004,Air Freight,2024-12-03,05:40,8.4,10.2,1.4,Fresh,Fruits,Delhi Airport,Frankfurt Airport,46.5,14.5,11.5,91.8,0,0.0,0.0
AIR0325,Air Freight,2025-07-27,18:40,-1.5,35.6,0.3,Fresh,Flowers,Kolkata Airport,Amsterdam Airport,28.2,12.7,4.6,83.9,0,0.0,0.0
AIR0230,Air Freight,2025-03-26,11:10,1.2,33.1,1.2,Fresh,Pharmaceuticals,Kolkata Airport,Amsterdam Airport,26.8,10.4,28.4,70.5,0,0.0,0.0
AIR0822,Air Freight,2024-01-03,21:10,-3.6,31.1,0.7,Fresh,Vegetables,Hyderabad Airport,Hong Kong Airport,27.0,13.3,9.8,90.6,0,0.0,0.0
AIR0563,Air Freight,2024-07-13,19:10,0.8,39.8,0.6,At Risk,Meat,Delhi Airport,Hong Kong Airport,42.1,25.0,4.9,82.6,0,0.0,0.0
AIR0952,Air Freight,2024-02-09,11:15,-2.1,23.4,1.4,Fresh,Seafood,Kolkata Airport,Doha Airport,30.6,18.4,4.0,78.7,0,0.0,0.0
AIR0689,Air Freight,2025-07-04,13:25,1.3,34.7,1.2,Fresh,Dairy,Hyderabad Airport,Hong Kong Airport,36.1,14.8,6.6,82.8,0,0.0,0.0
AIR0257,Air Freight,2026-07-11,20:40,3.9,36.6,0.5,Fresh,Seafood,Kolkata Airport,Dubai Airport,40.8,17.0,3.4,94.1,0,0.0,0.0
AIR0899,Air Freight,2024-03-20,19:15,7.2,28.3,4.5,Fresh,Fruits,Chennai Airport,Doha Airport,37.9,15.3,10.4,85.4,0,0.0,0.0
AIR0784,Air Freight,2024-03-19,09:40,-0.1,29.1,0.8,Fresh,Meat,Hyderabad Airport,Singapore Airport,45.3,24.9,5.4,85.2,0,0.0,0.0
AIR0624,Air Freight,2025-05-13,17:25,-2.3,35.5,0.4,Fresh,Meat,Delhi Airport,Amsterdam Airport,33.6,15.4,5.8,99.0,0,0.0,0.0
AIR0509,Air Freight,2024-07-11,17:55,3.3,34.0,0.5,Fresh,Fruits,Hyderabad Airport,Doha Airport,43.8,16.9,11.0,89.9,0,0.0,0.0
AIR0955,Air Freight,2025-02-15,08:45,4.2,32.4,1.4,Fresh,Fruits,Delhi Airport,Doha Airport,38.4,16.9,11.0,96.0,0,0.0,0.0
AIR0141,Air Freight,2025-06-27,22:35,5.4,19.8,1.2,Fresh,Vegetables,Bengaluru Airport,Frankfurt Airport,44.4,20.1,9.0,82.6,0,0.0,0.0
AIR0988,Air Freight,2025-08-02,15:20,2.8,29.4,0.1,At Risk,Dairy,Kolkata Airport,Singapore Airport,47.5,28.6,6.0,79.0,0,0.0,0.0
AIR0989,Air Freight,2026-06-06,23:10,3.1,26.2,0.2,Fresh,Vegetables,Delhi Airport,Singapore Airport,47.5,15.9,8.7,89.5,0,0.0,0.0
AIR0083,Air Freight,2025-12-22,06:45,-5.2,33.1,0.5,Fresh,Pharmaceuticals,Mumbai Airport,Frankfurt Airport,32.8,12.8,28.2,84.0,0,0.0,0.0
AIR0965,Air Freight,2024-08-12,14:00,-2.5,29.1,4.4,Fresh,Pharmaceuticals,Chennai Airport,Frankfurt Airport,47.7,13.8,27.2,84.0,0,0.0,0.0
AIR0200,Air Freight,2025-12-11,21:40,1.1,43.9,1.0,Spoiled,Dairy,Chennai Airport,Amsterdam Airport,46.2,79.6,4.2,73.1,0,0.0,0.0
AIR0651,Air Freight,2025-05-19,12:00,11.9,44.5,1.0,Fresh,Fruits,Bengaluru Airport,Doha Airport,24.9,10.9,11.3,86.0,0,0.0,0.0
AIR0635,Air Freight,2024-12-10,18:40,5.6,28.7,0.9,Fresh,Flowers,Delhi Airport,Amsterdam Airport,24.5,17.1,4.7,93.8,0,0.0,0.0
AIR0856,Air Freight,2025-01-05,11:05,5.3,30.1,0.5,Fresh,Vegetables,Hyderabad Airport,London Heathrow Airport,41.2,22.7,8.7,81.0,0,0.0,0.0
AIR0163,Air Freight,2024-03-13,10:30,3.5,28.1,0.8,Fresh,Vegetables,Bengaluru Airport,Frankfurt Airport,38.8,19.5,8.7,85.0,0,0.0,0.0
AIR0073,Air Freight,2026-06-18,15:00,-3.1,25.9,0.4,Fresh,Meat,Delhi Airport,Doha Airport,28.3,12.9,5.4,91.5,0,0.0,0.0
AIR0700,Air Freight,2025-10-12,23:05,11.2,31.1,0.7,Fresh,Fruits,Delhi Airport,Singapore Airport,46.9,22.7,10.8,89.9,0,0.0,0.0
AIR0947,Air Freight,2025-11-07,05:55,1.7,38.5,2.9,Fresh,Pharmaceuticals,Delhi Airport,Dubai Airport,24.9,9.5,29.2,93.8,0,0.0,0.0
AIR0183,Air Freight,2024-10-18,16:00,0.3,27.8,0.5,Fresh,Meat,Kolkata Airport,Hong Kong Airport,35.2,16.5,5.8,85.7,0,0.0,0.0
AIR1003,Air Freight,10/02/2025,11:50,2.8,23.8,4.4,Fresh,Dairy,Bengaluru Airport,Amsterdam Airport,28.7,6.3,6.4,93.8,0,0.0,0.0
AIR0312,Air Freight,2024-08-15,05:35,1.7,24.3,0.5,Fresh,Dairy,Hyderabad Airport,Frankfurt Airport,35.1,19.8,6.1,82.6,0,0.0,0.0
AIR0413,Air Freight,2026-01-26,17:40,3.2,32.5,0.5,At Risk,Vegetables,Hyderabad Airport,London Heathrow Airport,46.8,26.0,8.5,79.0,0,0.0,0.0
AIR0630,Air Freight,2026-06-01,17:25,4.0,34.8,4.7,Fresh,Pharmaceuticals,Bengaluru Airport,Singapore Airport,33.6,19.6,27.2,90.1,0,0.0,0.0
AIR1002,Air Freight,2024-07-19,19:50,1.8,122.5,0.6,Fresh,Dairy,Hyderabad Airport,Frankfurt Airport,33.0,16.2,6.2,73.6,0,0.0,0.0
AIR0105,Air Freight,2024-10-23,06:45,2.8,24.2,0.4,Fresh,Seafood,Hyderabad Airport,Amsterdam Airport,37.4,23.8,3.2,75.7,0,0.0,0.0
AIR0717,Air Freight,2025-06-28,05:50,-7.8,41.7,1.3,AT RISK,Flowers,Mumbai Airport,Hong Kong Airport,40.6,28.1,4.8,80.1,0,0.0,0.0
AIR0902,Air Freight,2026-04-23,15:30,3.9,,2.9,Fresh,Fruits,Hyderabad Airport,Dubai Airport,37.3,15.0,10.4,89.8,0,0.0,0.0
AIR0397,Air Freight,2024-01-09,08:35,4.0,32.3,0.1,Fresh,Dairy,Mumbai Airport,Dubai Airport,37.0,20.3,6.0,91.2,0,0.0,0.0
AIR0637,Air Freight,2026-01-21,23:35,9.9,44.7,1.0,Fresh,Vegetables,Bengaluru Airport,Frankfurt Airport,25.9,15.6,8.6,90.0,0,0.0,0.0
AIR0133,Air Freight,2024-08-19,16:15,3.2,22.5,4.5,Fresh,Dairy,Kolkata Airport,Hong Kong Airport,47.0,19.0,6.4,89.9,0,0.0,0.0
AIR0044,Air Freight,2025-11-23,21:45,1.7,29.1,0.2,Fresh,Dairy,Mumbai Airport,Amsterdam Airport,37.1,12.2,6.0,89.9,0,0.0,0.0
AIR0067,Air Freight,2024-04-25,07:55,1.9,25.5,1.0,Fresh,Pharmaceuticals,Hyderabad Airport,Dubai Airport,45.3,17.9,27.0,84.2,0,0.0,0.0
AIR0887,Air Freight,2026-05-06,22:50,6.1,34.7,3.0,Fresh,Dairy,Mumbai Airport,Frankfurt Airport,38.3,19.7,6.3,95.0,0,0.0,0.0
AIR0013,Air Freight,2025-09-12,06:05,10.5,35.8,0.9,Fresh,Vegetables,Kolkata Airport,London Heathrow Airport,29.6,16.3,9.1,87.6,0,0.0,0.0
AIR0716,Air Freight,2026-04-23,04:15,1.1,30.1,0.7,Fresh,Dairy,Mumbai Airport,Amsterdam Airport,30.2,17.8,6.5,85.9,0,0.0,0.0
AIR0140,Air Freight,2024-04-02,09:05,0.8,34.0,1.0,Fresh,Flowers,Mumbai Airport,Hong Kong Airport,32.5,23.1,4.4,70.1,0,0.0,0.0
AIR0334,Air Freight,2025-01-10,17:05,2.7,26.1,0.9,Fresh,Seafood,Hyderabad Airport,Singapore Airport,26.1,11.3,4.0,84.7,0,0.0,0.0
AIR0479,Air Freight,2024-11-26,16:05,5.0,33.6,5.1,Fresh,Pharmaceuticals,Mumbai Airport,Dubai Airport,31.3,16.4,27.1,81.3,0,0.0,0.0
AIR0321,Air Freight,2024-01-02,16:50,11.6,18.3,0.8,Fresh,Fruits,Chennai Airport,Dubai Airport,29.2,15.6,10.9,84.8,0,0.0,0.0
AIR0077,Air Freight,2025-01-04,20:45,9.0,23.2,0.8,Fresh,Vegetables,Kolkata Airport,Hong Kong Airport,33.7,17.3,9.2,85.8,0,0.0,0.0
AIR0531,Air Freight,2025-08-01,07:50,1.4,8.0,1.5,Fresh,Vegetables,Delhi Airport,Frankfurt Airport,44.7,17.9,8.9,91.1,0,0.0,0.0
AIR0506,Air Freight,2024-11-26,02:15,3.0,8.0,1.2,Fresh,Seafood,Bengaluru Airport,London Heathrow Airport,43.2,19.0,3.8,92.2,0,0.0,0.0
AIR0088,Air Freight,2024-07-05,03:25,10.7,31.1,0.2,Fresh,Fruits,Delhi Airport,Dubai Airport,27.5,16.0,10.6,88.3,0,0.0,0.0
AIR0390,Air Freight,2024-11-02,08:15,9.8,21.6,1.3,Fresh,Fruits,Chennai Airport,Singapore Airport,38.8,18.0,11.0,81.3,0,0.0,0.0
AIR0035,Air Freight,2025-10-12,22:50,5.3,22.7,0.3,Fresh,Dairy,Chennai Airport,London Heathrow Airport,42.0,22.2,6.4,89.0,0,0.0,0.0
AIR0884,Air Freight,2025-08-09,11:40,4.9,13.7,0.8,Fresh,Pharmaceuticals,Chennai Airport,Frankfurt Airport,44.9,14.4,27.1,89.8,0,0.0,0.0
AIR0314,Air Freight,2024-02-07,11:25,4.0,16.5,1.0,Fresh,Vegetables,Hyderabad Airport,London Heathrow Airport,26.5,6.0,9.8,91.9,0,0.0,0.0
AIR0043,Air Freight,2024-09-22,02:45,7.7,40.5,1.1,Fresh,Flowers,Bengaluru Airport,Dubai Airport,29.8,23.4,4.3,82.4,0,0.0,0.0
AIR0123,Air Freight,2025-05-01,01:00,6.2,34.3,1.4,Fresh,Vegetables,Mumbai Airport,Dubai Airport,32.3,12.5,9.0,88.4,0,0.0,0.0
AIR0423,Air Freight,2024-06-17,16:30,10.8,15.2,0.8,Fresh,Vegetables,Chennai Airport,Dubai Airport,41.8,18.5,9.3,84.2,0,0.0,0.0
AIR0145,Air Freight,2024-12-08,13:35,2.8,29.8,0.9,Fresh,Pharmaceuticals,Kolkata Airport,Amsterdam Airport,39.0,14.1,27.8,84.3,0,0.0,0.0
AIR0395,Air Freight,2024-08-20,03:35,-5.1,26.5,0.7,Fresh,Seafood,Kolkata Airport,Hong Kong Airport,35.8,17.2,3.7,94.7,0,0.0,0.0
AIR0547,Air Freight,2024-06-26,13:50,7.0,14.3,0.1,Fresh,Dairy,Hyderabad Airport,Dubai Airport,40.2,16.0,6.1,92.2,0,0.0,0.0
AIR0743,Air Freight,2025-12-05,09:20,5.5,39.0,0.7,Fresh,Vegetables,Delhi Airport,Amsterdam Airport,32.9,14.0,9.1,96.6,0,0.0,0.0
AIR0480,Air Freight,2024-06-26,19:15,2.5,22.3,1.2,Fresh,Flowers,Mumbai Airport,London Heathrow Airport,41.4,23.6,4.7,73.8,0,0.0,0.0
AIR0627,Air Freight,2024-08-04,12:30,-5.8,42.2,0.5,Fresh,Vegetables,Mumbai Airport,Singapore Airport,30.3,14.7,8.9,86.7,0,0.0,0.0
AIR0358,Air Freight,2025-07-12,09:25,4.3,8.5,0.6,Fresh,Seafood,Kolkata Airport,Hong Kong Airport,26.3,16.2,3.8,82.2,0,0.0,0.0
AIR0655,Air Freight,2024-10-07,16:05,6.3,31.2,0.8,Fresh,Pharmaceuticals,Hyderabad Airport,Hong Kong Airport,35.9,17.0,26.9,68.8,0,0.0,0.0
AIR0985,Air Freight,2024-08-13,00:00,6.7,38.3,0.7,Fresh,Dairy,Bengaluru Airport,Hong Kong Airport,31.6,23.9,6.5,75.5,0,0.0,0.0
AIR0330,Air Freight,2025-02-08,08:30,1.0,16.1,0.8,Fresh,Seafood,Hyderabad Airport,Doha Airport,44.9,23.9,4.0,86.0,0,0.0,0.0
AIR0386,Air Freight,2025-01-02,11:35,5.5,8.0,0.3,Fresh,Pharmaceuticals,Delhi Airport,Dubai Airport,33.6,5.6,29.2,83.8,0,0.0,0.0
AIR0524,Air Freight,2025-04-01,08:30,2.9,24.7,0.7,At Risk,Seafood,Hyderabad Airport,London Heathrow Airport,45.6,25.9,3.4,86.8,0,0.0,0.0
AIR0074,Air Freight,2026-06-19,12:30,8.5,25.9,0.2,Fresh,Pharmaceuticals,Delhi Airport,Hong Kong Airport,39.6,13.9,27.7,95.9,0,0.0,0.0
AIR0377,Air Freight,2025-12-07,17:20,-2.5,33.3,3.9,Fresh,Flowers,Bengaluru Airport,Doha Airport,47.9,21.3,4.3,86.9,0,0.0,0.0
AIR0695,Air Freight,2025-12-23,01:05,5.5,36.5,1.3,Fresh,Pharmaceuticals,Chennai Airport,London Heathrow Airport,35.8,11.3,28.0,99.1,0,0.0,0.0
AIR0999,Airr Freight,2024-02-23,15:45,1.9,32.9,1.1,Spoiled,Meat,Hyderabad Airport,Frankfurt Airport,45.0,85.8,3.1,83.2,0,0.0,0.0
AIR0174,Air Freight,2024-10-14,21:35,2.7,19.5,0.3,Fresh,Flowers,Hyderabad Airport,Dubai Airport,31.2,15.4,4.5,89.4,0,0.0,0.0
AIR0519,Air Freight,2026-05-07,08:00,-3.4,27.2,1.1,Fresh,Pharmaceuticals,Mumbai Airport,Singapore Airport,42.3,7.5,28.4,84.2,0,0.0,0.0
AIR0414,Air Freight,2024-01-16,03:15,4.6,34.1,1.1,At Risk,Flowers,Hyderabad Airport,Singapore Airport,39.5,28.9,4.7,82.2,0,0.0,0.0
AIR0946,Air Freight,2025-03-09,12:45,2.8,36.7,1.4,Fresh,Dairy,Kolkata Airport,Doha Airport,39.1,20.3,6.6,86.0,0,0.0,0.0
AIR0146,Air Freight,2025-01-28,12:50,3.4,18.3,5.4,Fresh,Pharmaceuticals,Bengaluru Airport,Amsterdam Airport,25.2,4.6,29.2,76.8,0,0.0,0.0
AIR0104,Air Freight,2025-12-23,09:00,8.1,35.9,0.5,Fresh,Vegetables,Hyderabad Airport,Frankfurt Airport,41.4,18.6,8.7,92.7,0,0.0,0.0
AIR0025,Air Freight,2026-01-07,22:40,0.8,28.3,0.9,Fresh,Fruits,Hyderabad Airport,Frankfurt Airport,27.3,12.5,11.1,74.7,0,0.0,0.0
AIR0405,Air Freight,2025-09-08,04:45,-0.8,23.8,0.6,Fresh,Meat,Delhi Airport,London Heathrow Airport,28.9,20.0,5.7,72.6,0,0.0,0.0
AIR0745,Air Freight,2026-08-29,14:15,5.8,32.6,0.2,At Risk,Dairy,Mumbai Airport,Hong Kong Airport,38.5,26.1,5.8,75.7,0,0.0,0.0
AIR0614,Air Freight,2025-01-04,18:20,3.7,44.3,1.1,Fresh,Pharmaceuticals,Chennai Airport,Frankfurt Airport,30.0,21.1,26.5,87.7,0,0.0,0.0
AIR0827,Air Freight,2025-09-16,13:35,-0.7,24.3,4.5,Fresh,Meat,Kolkata Airport,London Heathrow Airport,36.9,16.4,5.3,90.4,0,0.0,0.0
AIR0818,Air Freight,2025-12-24,05:35,4.8,47.3,4.4,Fresh,Pharmaceuticals,Kolkata Airport,Doha Airport,29.1,11.4,28.1,85.4,0,0.0,0.0
AIR0842,Air Freight,2025-11-17,20:10,-3.0,21.5,1.0,Fresh,Vegetables,Bengaluru Airport,Amsterdam Airport,32.1,9.8,9.4,72.6,0,0.0,0.0
AIR0981,Air Freight,2025-08-09,15:25,1.3,22.2,0.9,Fresh,Meat,Hyderabad Airport,London Heathrow Airport,41.9,20.4,5.7,83.5,0,0.0,0.0
AIR0184,Air Freight,2026-06-07,08:05,6.0,33.2,-1.7,Fresh,Pharmaceuticals,Delhi Airport,London Heathrow Airport,27.0,11.5,27.7,87.3,0,0.0,0.0
AIR0328,Air Freight,2025-05-16,14:45,-3.5,20.5,0.7,Fresh,Pharmaceuticals,Bengaluru Airport,Singapore Airport,46.8,11.8,27.9,90.0,0,0.0,0.0
AIR0196,Air Freight,2025-08-30,01:15,9.1,27.0,1.3,Fresh,Vegetables,Bengaluru Airport,Amsterdam Airport,24.7,13.4,8.5,85.6,0,0.0,0.0
AIR0736,Air Freight,2025-07-07,04:05,-8.2,22.9,4.2,Fresh,Meat,Bengaluru Airport,Hong Kong Airport,37.5,19.1,5.9,98.3,0,0.0,0.0
AIR0118,Air Freight,2025-06-01,20:05,5.7,39.1,1.5,Fresh,Vegetables,Bengaluru Airport,Hong Kong Airport,28.5,7.1,9.6,93.6,0,0.0,0.0
AIR0983,Air Freight,2026-03-01,09:35,1.1,10.6,1.0,Fresh,Seafood,Hyderabad Airport,Hong Kong Airport,30.2,13.0,3.4,91.5,0,0.0,0.0
AIR0722,Air Freight,2024-04-21,01:50,3.1,28.4,0.8,Fresh,Pharmaceuticals,Delhi Airport,Hong Kong Airport,40.3,13.8,27.6,87.4,0,0.0,0.0
AIR0909,Air Freight,2025-09-08,09:25,5.7,21.9,1.0,Fresh,Pharmaceuticals,Chennai Airport,Hong Kong Airport,45.1,20.4,26.7,82.1,0,0.0,0.0
AIR0071,Air Freight,2024-07-14,10:10,1.2,21.0,0.8,Fresh,Seafood,Chennai Airport,Amsterdam Airport,36.6,14.1,4.0,87.0,0,0.0,0.0
AIR0878,Air Freight,2025-06-07,01:55,4.4,44.0,0.6,Fresh,Pharmaceuticals,Delhi Airport,Doha Airport,29.2,16.0,27.1,75.5,0,0.0,0.0
AIR0011,Air Freight,2024-05-23,21:20,1.5,40.8,1.4,Fresh,Seafood,Hyderabad Airport,Hong Kong Airport,36.3,20.7,4.0,90.8,0,0.0,0.0
AIR0369,Air Freight,2026-07-10,13:35,3.1,27.8,6.1,Fresh,Pharmaceuticals,Hyderabad Airport,Singapore Airport,41.5,15.0,27.9,95.1,0,0.0,0.0
AIR0968,Air Freight,2024-06-30,19:45,-7.9,27.9,1.4,Spoiled,Seafood,Chennai Airport,Frankfurt Airport,47.9,96.9,2.0,80.1,0,0.0,0.0
AIR0302,Air Freight,2025-09-02,05:30,-4.7,40.7,1.4,Fresh,Dairy,Mumbai Airport,Dubai Airport,29.8,21.2,5.8,83.3,0,0.0,0.0
AIR0121,Air Freight,2026-01-25,04:50,6.4,32.8,1.2,Fresh,Vegetables,Chennai Airport,London Heathrow Airport,37.3,15.3,8.9,86.6,0,0.0,0.0
AIR0182,Air Freight,2025-12-29,08:25,9.1,24.4,0.7,At Risk,Vegetables,Delhi Airport,Singapore Airport,45.9,27.9,8.1,67.1,0,0.0,0.0
AIR0515,Air Freight,2026-08-28,05:35,9.7,28.0,0.6,Fresh,Vegetables,Bengaluru Airport,Hong Kong Airport,41.9,17.3,8.9,86.6,0,0.0,0.0
AIR0725,Air Freight,2025-07-26,15:35,7.6,37.6,0.8,Fresh,Fruits,Mumbai Airport,Amsterdam Airport,26.1,17.2,11.3,81.4,0,0.0,0.0
AIR0816,Air Freight,2025-08-18,04:50,-0.7,36.9,4.5,Fresh,Meat,Hyderabad Airport,Dubai Airport,36.2,20.5,5.5,88.7,0,0.0,0.0
AIR0986,Air Freight,2024-09-08,04:25,8.2,42.9,1.1,Fresh,Fruits,Bengaluru Airport,London Heathrow Airport,40.5,23.8,9.9,79.7,0,0.0,0.0
AIR0995,Air Freight,2024-05-07,08:40,3.3,26.8,0.7,Fresh,Pharmaceuticals,Kolkata Airport,Singapore Airport,37.5,15.4,27.6,62.0,0,0.0,0.0
AIR0681,Air Freight,2025-06-15,13:25,3.8,16.4,0.1,Fresh,Pharmaceuticals,Kolkata Airport,Doha Airport,41.5,10.0,28.0,90.4,0,0.0,0.0
AIR0193,Air Freight,2025-07-28,10:10,-5.5,41.6,1.1,Fresh,Flowers,Chennai Airport,Dubai Airport,27.0,21.1,4.3,86.2,0,0.0,0.0
AIR0800,Air Freight,2024-07-08,11:30,4.9,28.4,0.3,Fresh,Flowers,Mumbai Airport,Doha Airport,35.8,12.2,4.5,92.6,0,0.0,0.0
AIR0686,Air Freight,2025-11-08,05:10,1.6,37.2,0.3,Fresh,Meat,Chennai Airport,London Heathrow Airport,43.6,24.3,4.7,90.1,0,0.0,0.0
AIR0958,Air Freight,2025-06-28,00:15,12.9,44.6,1.0,Fresh,Fruits,Hyderabad Airport,Singapore Airport,34.9,20.5,10.3,88.9,0,0.0,0.0
