shipment_id	transport_mode	recorded_date	recorded_time	temperature_celsius	humidity_percentage	vibration_level	spoilage_status	cargo_type	origin_location	destination_location	exposure_duration_hours	spoilage_risk_percent	remaining_shelf_life_days	pressure_kpa	door_open_count	salinity_ppt	thermal_leakage_score
RAIL1002	Intermodal Rail	17-06-2025	16:40	4.9	124.8	2.4	Fresh	Dairy	Chennai	Kochi	134	12.3	6.4	0	0	0	4.7
RAIL0899	Intermodal Rail	01-07-2024	13:40	7.9	67.4	1.4	Spoiled	Seafood	Ahmedabad	Jammu	138.5	89.9	1.5	0	0	0	9.5
RAIL0355	Intermodal Rail	30-12-2024	21:00	1.3	50.9	3.2	Fresh	Flowers	Guwahati	Jammu	137.7	5.1	5	0	0	0	1
RAIL0827	Intermodal Rail	09-07-2024	17:50	8.8	54.4	1.4	Fresh	Fruits	Guwahati	Jammu	144	17	10.6	0	0	0	5.8
RAIL0359	Intermodal Rail	14-01-2024	14:25	0.8	88.2	1.8	Fresh	Meat	Mumbai	Jammu	150.2	19.3	5.5	0	0	0	5.2
RAIL0800	Intermodal Rail	31-10-2025	19:45	4.1	66.6	2.3	Fresh	Vegetables	Guwahati	Jaipur	142.8	21.2	8.7	0	0	0	6.8
RAIL0118	Intermodal Rail	02-05-2024	02:45	6.9	65.8	2.4	Fresh	Vegetables	Mumbai	Bengaluru	158.4	18.9	8.4	0	0	0	4.1
RAIL0074	Intermodal Rail	09-02-2026	09:50		36.6	1.5	Fresh	Fruits	Delhi	Jammu	123.7	18.6	10.3	0	0	0	6.8
RAIL0842	Intermodal Rail	13-03-2026	08:40	1.8	69.1	2.6	Fresh	Seafood	Ahmedabad	Bengaluru	158.6	23.9	3	0	0	0	3.8
RAIL0486	Intermodal Rail	03-07-2025	04:05	4.3	42.3	1.9	Fresh	Dairy	Delhi	Guwahati	151.4	16.7	6.1	0	0	0	4.3
RAIL0335	Intermodal Rail	09-06-2025	11:45	1.2	72.8	1.2	Fresh	Seafood	Delhi	Nagpur	135.6	20	3.4	0	0	0	3.5
RAIL0666	Intermodal Rail	10-05-2024	08:10	1.1	77	2.9	Fresh	Meat	Mumbai	Jammu	166.3	18.5	5.7	0	0	0	4.6
RAIL0563	Intermodal Rail	10-12-2024	05:30	0.8	88.3	1.6	Fresh	Seafood	Mumbai	Bengaluru	133.8	22.5	3.2	0	0	0	5.1
RAIL0954	Intermodal Rail	12-05-2024	12:25	2.3	69.8	2.5	Fresh	Flowers	Mumbai	Jaipur	137.5	12.9	5	0	0	0	2
RAIL0179	Intermodal Rail	09-07-2026	18:50	5.8	52.3	2.4	Fresh	Vegetables	Kolkata	Chennai	139.7	12.6	9.6	0	0	0	5.2
RAIL0658	Intermodal Rail	19-08-2024	16:00	9	63.7	2.5	Fresh	Pharmaceuticals	Mumbai	Jaipur	126.1	12.5	27.7	0	0	0	7.1
RAIL0224	Intermodal Rail	28-04-2024	11:55	6.2	85	1	Fresh	Flowers	Mumbai	Bengaluru	126.2	22.9	3.9	0	0	0	4.9
RAIL0145	intermodal rail  	04-05-2024	21:10	2.9	31	1.9	Fresh	Dairy	Ahmedabad	Chennai	164.9	14.3	6.8	0	0	0	4.9
RAIL0937	Intermodal Rail	06-10-2025	11:10	7.6	65.8	3	Fresh	Vegetables	Ahmedabad	Jammu	142.5	10.9	9.4	0	0	0	4.6
RAIL0724	Intermodal Rail	26-09-2024	01:40	2.9	52	3.1	Fresh	Pharmaceuticals	Guwahati	Nagpur	143.6	4.3	29	0	0	0	2.1
RAIL0730	Intermodal Rail	28-05-2025	07:40	7	84.6	1.7	Fresh	Flowers	Guwahati	Kochi	153.9	19.6	4.4	0	0	0	2.2
RAIL0906	Intermodal Rail	19-04-2026	03:20	3.4	62.5	2.7	Fresh	Dairy	Guwahati	Jaipur	124.6	9.4	6.3	0	0	0	3.3
RAIL0695	Intermodal Rail	11-12-2025	11:15	2.5	47.3	2.2	Fresh	Seafood	Mumbai	Jammu	126.5	4.5	3.5	0	0	0	3.6
RAIL0302	Intermodal Rail	29-03-2025	08:10	14.2	69.7	3	Fresh	Fruits	Mumbai	Nagpur	150.2	22.8	9.9	0	0	0	7.9
RAIL0879	Intermodal Rail	01-01-2024	02:35	2.4	51.3	2.1	Fresh	Seafood	Guwahati	Kochi	154.1	12.4	4	0	0	0	3.7
RAIL0002	Intermodal Rail	20-07-2024	01:15	1.1	30	3.2	Fresh	Meat	Kolkata	Bengaluru	162.4	1	5.8	0	0	0	3
RAIL0105	Intermodal Rail	02-06-2024	05:15	11.7	69.2	2.3	At Risk	Vegetables	Chennai	Kochi	130.6	27	8.2	0	0	0	7.7
RAIL0131	Intermodal Rail	05-01-2024	09:10	7.8	81.1	2	At Risk	Vegetables	Kolkata	Nagpur	149.8	25.3	8	0	0	0	4.6
RAIL0650	Intermodal Rail	13-05-2025	01:05	8.7	53.8	1.7	Fresh	Fruits	Chennai	Jaipur	126.8	7.7	11.7	0	0	0	2.3
RAIL0405	Intermodal Rail	24-12-2025	20:05	-0.3	72.4	1.7	Fresh	Flowers	Mumbai	Bengaluru	150.3	8.1	4.2	0	0	0	0.2
RAIL0381	Intermodal Rail	10-04-2026	08:20	3.3	61.3	2.9	Fresh	Flowers	Delhi	Guwahati	132.6	16.5	4.4	0	0	0	2.9
RAIL0486	Intermodal Rail	03-07-2025	04:05	4.3	42.3	1.9	Fresh	Dairy	Delhi	Guwahati	151.4	16.7	6.1	0	0	0	4.3
RAIL0463	Intermodal Rail	16-06-2026	03:10	7.9	82.8	3.5	Fresh	Pharmaceuticals	Chennai	Kochi	147.4	11.6	28	0	0	0	0.7
RAIL0174	Intermodal Rail	10-11-2025	10:55	1.2	76.4	3.2	Fresh	Meat	Kolkata	Jammu	154.1	16.1	5	0	0	0	3.4
RAIL0127	Intermodal Rail	02-08-2026	17:40	3.2	59.5	0.5	Fresh	Pharmaceuticals	Guwahati	Kochi	155.7	7.8	28.3	0	0	0	2.8
RAIL0840	Intermodal Rail	04-04-2026	08:20	8.8	70.7	2.2	Fresh	Vegetables	Kolkata	Bengaluru	137.3	15.6	9.2	0	0	0	2.8
RAIL0440	Intermodal Rail	18-05-2024	09:35	0.6	84.3	2.3	Fresh	Dairy	Guwahati	Kochi	120.2	18.5	6	0	0	0	7
RAIL0725	Intermodal Rail	29-12-2024	09:40	3.3	54.7	1.8	Fresh	Flowers	Chennai	Guwahati	147.1	16.4	4.5	0	0	0	5.4
RAIL0339	Intermodal Rail	14-08-2025	01:40	1.1	64.5	2	Fresh	Pharmaceuticals	Delhi	Bengaluru	129.9	6.9	29.1	0	0	0	6.5
RAIL0269	Intermodal Rail	21-03-2026	11:10	3.6	85.9	-2.7	Fresh	Dairy	Mumbai	Kochi	162.8	22.2	5.8	0	0	0	4.5
RAIL0172	Intermodal Rail	03-05-2025	17:40	10.8	73.5	3.7	At Risk	Vegetables	Kolkata	Guwahati	133.5	26.9	8.3	0	0	0	8
RAIL0083	Intermodal Rail	02-09-2024	02:55	7.6	60.7	4.9	Fresh	Pharmaceuticals	Delhi	Nagpur	136.7	7.4	28.7	0	0	0	1.7
RAIL0999	Intermodel Rail	28-04-2024	11:55	6.2	85	1	Fresh	Flowers	Mumbai	Bengaluru	126.2	22.9	3.9	0	0	0	4.9
RAIL0294	Intermodal Rail	13-04-2024	09:35	8	64.5	4.7	Fresh	Dairy	Ahmedabad	Bengaluru	166.4	14	6.3	0	0	0	0.5
RAIL0841	Intermodal Rail	10-04-2026	17:35	7.2	64.4	0.9	Fresh	Vegetables	Kolkata	Chennai	151.2	18.3	8.5	0	0	0	4.2
RAIL0700	Intermodal Rail	20-09-2025	18:05	15.1	46.5	2.7	Fresh	Fruits	Delhi	Jaipur	150.1	21.6	10.5	0	0	0	6.9
RAIL0071	Intermodal Rail	14-03-2024	22:05	2.6	92.4	2.6	Spoiled	Flowers	Kolkata	Kochi	145.9	84.8	2.2	0	0	0	5.9
RAIL0686	Intermodal Rail	14-08-2024	17:20	2	55.1	1.7	Fresh	Meat	Delhi	Jammu	131.3	13.4	5.5	0	0	0	4
RAIL0032	Intermodal Rail	27-08-2024	20:35	11.3	56.8	1.6	Fresh	Fruits	Guwahati	Chennai	128.6	10.2	11.2	0	0	0	3.7
RAIL0525	Intermodal Rail	07-03-2025	13:00	0.5	55.3	1.9	Fresh	Meat	Ahmedabad	Guwahati	157.2	9	5.7	0	0	0	3
RAIL0843	Intermodal Rail	04-10-2025	14:00	-3	37.5	2.7	Fresh	Seafood	Kolkata	Nagpur	130.7	11.9	3.6	0	0	0	8.5
RAIL0677	Intermodal Rail	27-09-2024	06:10	3.1	51.1	3.1	Fresh	Meat	Ahmedabad	Bengaluru	128.3	11.8	5	0	0	0	2.9
RAIL0414	Intermodal Rail	01-01-2024	10:20	2.8	30	2	Fresh	Dairy	Guwahati	Bengaluru	137.4	8.6	6.9	0	0	0	5.5
RAIL0636	Intermodal Rail	26-01-2025	12:30	3.7	35.3	1.9	Fresh	Meat	Chennai	Bengaluru	124.6	9.3	5.2	0	0	0	2.9
RAIL0140	Intermodal Rail	04-12-2024	06:55	1	78.6	2.9	Fresh	Seafood	Kolkata	Bengaluru	152.1	20.1	4	0	0	0	4.7
RAIL0240	Intermodal Rail	29-12-2025	21:25	3.5	74.4	3.6	Fresh	Dairy	Chennai	Nagpur	149.5	20.6	6	0	0	0	3.6
RAIL0983	Intermodal Rail	05-08-2026	21:10	3.1	67.3	3.1	Fresh	Seafood	Ahmedabad	Bengaluru	141.1	19.6	3.5	0	0	0	5.1
RAIL0637	Intermodal Rail	15-09-2025	00:10	9.5	48.6	1.5	Fresh	Fruits	Chennai	Kochi	163.3	16.5	11.2	0	0	0	5.4
RAIL0386	Intermodal Rail	04-08-2025	15:10	2	59.9	3.1	Fresh	Dairy	Chennai	Kochi	164.2	17.7	5.6	0	0	0	5.5
RAIL0655	Intermodal Rail	03-04-2024	17:55	12.1	68.4	4	Fresh	Fruits	Mumbai	Jammu	121.5	13.3	11.5	0	0	0	2.8
RAIL0731	Intermodal Rail	10-04-2026	11:15	4.7	67.4	3.2	Fresh	Vegetables	Mumbai	Kochi	120.1	5.1	9.6	0	0	0	2.4
RAIL0826	Intermodal Rail	15-02-2025	13:10	-5	42	2.2	Fresh	Meat	Kolkata	Guwahati	154.4	14.4	5.6	0	0	0	9.2
RAIL0544	Intermodal Rail	13-04-2024	20:40	4.1	118.7	4	Fresh	Flowers	Guwahati	Jaipur	154.4	15.4	4.5	0	0	0	3
RAIL0330	Intermodal Rail	22-06-2026	18:15	10.9	62	2.7	Fresh	Fruits	Ahmedabad	Chennai	129.3	11.3	11.3	0	0	0	3.9
RAIL0952	Intermodal Rail	15-05-2026	14:40	11.8	52.5	2.2	Fresh	Fruits	Chennai	Jaipur	157.8	16	10.8	0	0	0	5
RAIL0088	Intermodal Rail	23-02-2025	18:00	2.4	60.1	3.6	Fresh	Dairy	Mumbai	Kochi	155	17.1	6.4	0	0	0	2
RAIL0559	Intermodal Rail	30-03-2025	21:30	2.9	60.2	2.9	Fresh	Flowers	Chennai	Bengaluru	156.5	18.4	4.6	0	0	0	5.8
RAIL0997	Intermodal Rail	12-11-2025	11:30	6.2	67.7	3.4	Fresh	Vegetables	Chennai	Bengaluru	136.5	14.9	9.3	0	0	0	4.6
RAIL0800	Intermodal Rail	31-10-2025	19:45	4.1	66.6	2.3	Fresh	Vegetables	Guwahati	Jaipur	142.8	21.2	8.7	0	0	0	6.8
RAIL0820	Intermodal Rail	06-02-2025	04:40	9.7	84	2.7	Fresh	Fruits	Guwahati	Chennai	145.5	15.4	11.2	0	0	0	3.1
RAIL0988	Intermodal Rail	26-08-2025	04:35	7.3	41.7	1.8	Fresh	Pharmaceuticals	Kolkata	Jammu	167.6	7.9	28.4	0	0	0	5.5
RAIL0986	Intermodal Rail	13-01-2026	11:20	2.6	31.3	3.7	Fresh	Seafood	Delhi	Jaipur	147.6	13.3	3.3	0	0	0	3.5
RAIL0128	Intermodal Rail	18-05-2026	04:05	10.3	72.1	1.8	Fresh	Fruits	Kolkata	Kochi	127	18.6	10.8	0	0	0	3.4
RAIL0155	Intermodal Rail	18-11-2025	22:05	-0.7	55.1	3.6	Fresh	Pharmaceuticals	Kolkata	Kochi	143	6.4	28.8	0	0	0	0.4
RAIL0956	Intermodal Rail	10-03-2026	16:20	13.4	64.5	1	Fresh	Fruits	Delhi	Jaipur	142.8	24.9	10.2	0	0	0	6.7
RAIL0506	Intermodal Rail	19-09-2024	20:35	8.1	57.4	2.5	Fresh	Vegetables	Mumbai	Bengaluru	144	16.8	9.6	0	0	0	5.1
RAIL0200	Intermodal Rail	26-01-2026	06:55	5.8	60.3	2.6	Fresh	Dairy	Delhi	Jaipur	122.1	16.1	6.4	0	0	0	1.9
RAIL0531	Intermodal Rail	24-11-2024	00:15	2.1	60	2.1	Fresh	Dairy	Delhi	Nagpur	122.2	19.3	6.3	0	0	0	6.3
RAIL0801	Intermodal Rail	23-06-2024	07:55	6.2	47.2	2.3	Fresh	Fruits	Mumbai	Nagpur	138.2	11.9	11.8	0	0	0	7.1
RAIL0184	Intermodal Rail	28-04-2025	02:05	10	68.3	2.8	Fresh	Fruits	Guwahati	Jaipur	140.9	11.6	11.1	0	0	0	2.9
RAIL0107	Intermodal Rail	28-10-2025	23:00	1.2	56.5	2.6	Fresh	Meat	Ahmedabad	Jammu	131.3	19.6	5.4	0	0	0	4.7
RAIL0456	Intermodal Rail	05-02-2024	02:30	12.2	53.7	2.8	Fresh	Fruits	Mumbai	Kochi	133	11.4	10.6	0	0	0	3.2
RAIL0060	Intermodal Rail	27-06-2026	14:15	6.3	90.3	2.6	Fresh	Vegetables	Kolkata	Jaipur	126.1	23.9	8.5	0	0	0	4.8
RAIL0728	Intermodal Rail	08-12-2025	09:15	1.2	66.6	3.4	Fresh	Meat	Mumbai	Chennai	143.6	16.9	5.2	0	0	0	5
RAIL0025	Intermodal Rail	06-05-2025	11:40	6.3	71.9	3.6	Fresh	Vegetables	Chennai	Kochi	146.2	18.2	8.3	0	0	0	3.3
RAIL0938	Intermodal Rail	15-05-2025	07:15	4.3	74.5	3.2	Fresh	Flowers	Guwahati	Jaipur	133.7	18.3	5	0	0	0	4.6
RAIL0603	Intermodal Rail	20-01-2024	07:05	11.8	69	3.8	Fresh	Fruits	Delhi	Nagpur	126	19.5	10.5	0	0	0	4.9
RAIL0475	Intermodal Rail	26-08-2025	06:00	8.2	43	1.8	Fresh	Fruits	Delhi	Guwahati	160.9	16.6	10.3	0	0	0	6.1
RAIL0230	Intermodal Rail	16-01-2025	05:35	11.9	76.2	2.7	Fresh	Fruits	Guwahati	Bengaluru	161.4	22	10.6	0	0	0	4.9
RAIL0345	Intermodal Rail	02-08-2026	09:00	3	51.1	2.2	Fresh	Dairy	Guwahati	Jammu	141.1	15.8	6.5	0	0	0	5
RAIL0263	Intermodal Rail	08-06-2025	20:35	2.7	55	2.9	Fresh	Dairy	Guwahati	Bengaluru	137.4	12.4	6.5	0	0	0	4.9
RAIL0502	Intermodal Rail	14-09-2024	00:55	10.2	44.9	1.5	Fresh	Fruits	Kolkata	Bengaluru	141.5	14.6	11	0	0	0	4.7
RAIL0822	Intermodal Rail	07-08-2026	08:15	3.7	43.5	0.9	Fresh	Seafood	Mumbai	Jaipur	166.9	13.7	3.3	0	0	0	2
RAIL0040	Intermodal Rail	21-12-2024	10:05	7.4	57.1	4.2	Fresh	Pharmaceuticals	Chennai	Nagpur	148.9	17.8	26.9	0	0	0	6.8
RAIL0283	Intermodal Rail	24-01-2024	14:25	8.3	52.5	2.9	Fresh	Vegetables	Kolkata	Nagpur	144.8	14.4	8.7	0	0	0	5.1
RAIL0902	Intermodal Rail	11-06-2026	04:40	8.3	68.7	2.3	Fresh	Fruits	Guwahati	Bengaluru	143.9	14.4	10.8	0	0	0	2
RAIL0716	Intermodal Rail	18-03-2026	22:50	2.1	63.9	3.9	Fresh	Dairy	Chennai	Nagpur	139.7	22.1	6.5	0	0	0	5.6
RAIL0886	Intermodal Rail	24-05-2026	10:25	8.7		1.7	Fresh	Pharmaceuticals	Chennai	Kochi	135.7	4.6	28.9	0	0	0	1.1
RAIL0689	Intermodal Rail	04-10-2025	00:55	2.8	51.2	1.9	Fresh	Meat	Guwahati	Chennai	123.8	8.9	5.8	0	0	0	5
